,Loss
1092,72.07524108886719
1093,85.01836395263672
1094,90.7823715209961
1095,64.91533660888672
1096,65.23660278320312
1097,75.58889770507812
1098,82.65641021728516
1099,87.68025970458984
1100,88.7447280883789
1101,68.71986389160156
1102,70.1805648803711
1103,81.22309875488281
1104,78.44524383544922
1105,80.26656341552734
1106,72.15861511230469
1107,62.66141891479492
1108,101.20912170410156
1109,66.70584869384766
1110,70.69271850585938
1111,83.3429183959961
1112,84.57913208007812
1113,73.90599060058594
1114,66.9334716796875
1115,75.99922943115234
1116,75.53226470947266
1117,88.96250915527344
1118,81.5680160522461
1119,102.51286315917969
1120,80.7203369140625
1121,87.73214721679688
1122,88.8968276977539
1123,83.34120178222656
1124,84.1799087524414
1125,58.412532806396484
1126,56.893741607666016
1127,76.1873550415039
1128,72.61227416992188
1129,67.5193099975586
1130,76.19032287597656
1131,90.2904281616211
1132,67.211181640625
1133,96.68800354003906
1134,85.65510559082031
1135,78.13504028320312
1136,91.91122436523438
1137,66.06773376464844
1138,80.17755889892578
1139,85.96058654785156
1140,78.52315521240234
1141,86.19963073730469
1142,67.15504455566406
1143,57.731163024902344
1144,103.07557678222656
1145,81.62482452392578
1146,68.11669158935547
1147,86.6783447265625
1148,73.8891372680664
1149,93.47480773925781
1150,76.15481567382812
1151,78.7007827758789
1152,75.67245483398438
1153,88.65814208984375
1154,85.82354736328125
1155,75.89349365234375
1156,76.55546569824219
1157,103.2995834350586
1158,85.45590209960938
1159,80.41429138183594
1160,76.72722625732422
1161,103.04042053222656
1162,81.76187896728516
1163,91.52035522460938
1164,71.92522430419922
1165,72.8227310180664
1166,76.4587173461914
1167,71.86471557617188
1168,71.63497161865234
1169,89.87905883789062
1170,69.40164184570312
1171,67.97406768798828
1172,62.84805679321289
1173,83.50254821777344
1174,92.48846435546875
1175,81.77783966064453
1176,92.11627197265625
1177,72.29762268066406
1178,69.02813720703125
1179,75.50358581542969
1180,90.90675354003906
1181,55.879188537597656
1182,86.53179168701172
1183,82.19044494628906
1184,66.82400512695312
1185,88.83311462402344
1186,93.33201599121094
1187,94.9048843383789
1188,79.75831604003906
1189,82.47235870361328
1190,96.5513916015625
1191,82.54253387451172
1192,75.54859924316406
1193,86.79554748535156
1194,68.7027816772461
1195,69.03336334228516
1196,80.72270202636719
1197,77.3232421875
1198,93.26170349121094
1199,86.01953887939453
1200,70.73526763916016
1201,59.998104095458984
1202,69.476806640625
1203,80.98345947265625
1204,79.4254379272461
1205,93.5328598022461
1206,84.39823150634766
1207,71.41107177734375
1208,78.94664001464844
1209,98.70797729492188
1210,80.14430236816406
1211,83.447509765625
1212,108.53890228271484
1213,80.99958038330078
1214,84.66802215576172
1215,61.416770935058594
1216,64.9578628540039
1217,100.68128967285156
1218,86.56824493408203
1219,98.37796020507812
1220,91.57138061523438
1221,104.2823257446289
1222,73.47407531738281
1223,86.59523010253906
1224,75.58306884765625
1225,74.27969360351562
1226,79.57138061523438
1227,77.03266906738281
1228,80.2582015991211
1229,78.30787658691406
1230,104.28654479980469
1231,75.73841857910156
1232,96.98487091064453
1233,84.97444152832031
1234,95.6233901977539
1235,94.10368347167969
1236,58.18036651611328
1237,87.36907196044922
1238,91.83210754394531
1239,94.4534683227539
1240,76.06734466552734
1241,86.62956237792969
1242,74.79308319091797
1243,67.7546615600586
1244,82.64262390136719
